"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"C52BL","Others","periphery permanence time","MNDAL",0.1108384
"C52BL","Others","persistence of hyaloid vascular system","ASXL1",0.3894049
"C52BL","Others","phosphorus","SLC9B1",0.93321
"C52BL","Others","placenta morphology","ARHGEF11",0.7142839
"C52BL","Others","placenta morphology","MNDAL",0.2890375
"C52BL","Others","placenta morphology","NAXE",0.0677196
"C52BL","Others","pupil light response","CD84",0.1175516
"C52BL","Others","red blood cell count","KANSL1L",0.3088351
"C52BL","Others","responsive to tactile stimuli","LIPT1",0.633069
"C52BL","Others","responsive to tactile stimuli","NDUFS2",0.8647729
"C52BL","Others","retina (combined)","KCNH7",0.9789383
"C52BL","Others","right inner nuclear layer","PPP1R14D",0.3010416
"C52BL","Others","right kidney","FOCAD",0.8491707
"C52BL","Others","right retina","NAXE",0.5014026
"C52BL","Others","rr","KCNB2",0.562416
"C52BL","Others","shape of vertebrae","INO80D",0.8637803
"C52BL","Others","side changes","INO80D",0.7300387
"C52BL","Others","snout size","TMCC2",0.8708267
"C52BL","Others","spleen weight","MMP16",0.4202695
"C52BL","Others","startle response","FOXO1",0.4505924
"C52BL","Others","t cell cd8+ percentage","SERINC2",0.3697973
"C52BL","Others","t cells (panel a) - % of live leukocytes (panel a)","SARDH",0.25721
"C52BL","Others","tail - morphology","AP4E1",0.6806808
"C52BL","Others","thoracic processes","ICOS",0.551855
"C52BL","Others","tibia length","DYTN",0.7476152
"C52BL","Others","tibia length","NPR2",0.2979734
"C52BL","Others","total holepokes","PROK1",0.3657169
"C52BL","Others","total holepokes","RAPGEF1",0.05839098
"C52BL","Others","transfer arousal","DNAJB14",0.9621105
"C52BL","Others","tremor","MDK",0.8076267
"C52BL","Others","tremor","NPR2",0.3683862
"C52BL","Others","tremor","ZNFX1",0.5631451
"C52BL","Others","triglycerides","FOCAD",0.2930091
"C52BL","Others","triglycerides","MGME1",0.7035454
"C52BL","Others","urea (blood urea nitrogen - bun)","AP4E1",0.7435114
"C52BL","Others","urea (blood urea nitrogen - bun)","MNDAL",0.5890235
"C52BL","Others","vibrissae - appearance","TMEM198",0.1182593
"C52BL","Others","vitreous","ARHGAP11A",0.4857123
"C52BL","Others","vocalisation","FSBP",0.6562534
"C52BL","Others","vocalisation","RTN4RL2",0.7107272
"C52BL","Others","whole arena resting time","GZF1",0.1593395
"C52BL","Others","whole arena resting time","NPR2",0.08777153
"C52BL","Weight","bmc/body weight","MYO1B",0.2569195
"C52BL","Weight","bmc/body weight","MYOM3",0.1577198
"C52BL","Weight","fat/body weight","TMEM198",0.8298529
"C52BL","Weight","lean/body weight","DYTN",0.5705298
"C52BL","Weight","spleen weight","ARHGEF11",0.06712396
"C53BL","Behavior","spontaneous movement","ACTRT3",0.528956
"C53BL","Blood","eye hemorrhage or blood presence","CNOT9",0.1228767
"C53BL","Blood","fasted blood glucose concentration","AP4E1",0.1906918
"C53BL","Blood","hemoglobin","DNAJB14",0.4422615
"C53BL","Blood","mean cell hemoglobin concentration","SLC9B1",0.3615301
"C53BL","Blood","mean cell hemoglobin concentration","SNIP1",0.1094678
"C53BL","Blood","red blood cell distribution width","SDC3",0.1340119
"C53BL","Blood","retinal blood vessels","REG4",0.2227968
"C53BL","Blood","retinal blood vessels structure","PMEPA1",0.2557198
"C53BL","Blood","urea (blood urea nitrogen - bun)","ASXL1",0.2491048
"C53BL","Blood","urea (blood urea nitrogen - bun)","CAMK1D",6.53437199999995e-05
"C53BL","Blood","white blood cell count","GPR63",0.0871357500000001
"C53BL","Blood","white blood cell count","NAXE",0.6644447
"C53BL","Bone","bone mineral content (excluding skull)","INO80D",0.2012166
"C53BL","Brain","forebrain","MGME1",0.4787892
"C53BL","Brain","forebrain","PDE1A",0.1731975
"C53BL","Brain","midbrain","CACNA1S",0.7487702
"C53BL","Brain","midbrain","PDE1A",0.4777499
"C53BL","Metabolic","glucose","FOCAD",0.5293102
"C53BL","Motor_Function","forelimb grip strength measurement mean","PPP1R12B",0.2574624
"C53BL","Motor_Function","forelimb grip strength normalised against body weight","FCGR3",0.3125658
"C53BL","Others","% pre-pulse inhibition - ppi1","DDX31",0.609225
"C53BL","Others","% pre-pulse inhibition - ppi1","DNAJB14",0.2984385
"C53BL","Others","abnormal ecg detected","ARHGEF11",0.8045051
"C53BL","Others","alanine aminotransferase","P2RY14",0.1327954
"C53BL","Others","albumin","ACVR2A",0.1293557
"C53BL","Others","alkaline phosphatase","KCNT1",0.5701722
"C53BL","Others","anophthalmia","PPIE",0.8308538
"C53BL","Others","aspartate aminotransferase","P2RY14",0.4339096
"C53BL","Others","baseline: latency to withdrawal","DNAJB14",0.7714945
"C53BL","Others","basophil cell count","EYA3",0.7843989
"C53BL","Others","basophil cell count","RAPGEF1",0.905256
"C53BL","Others","body length","SPACA9",0.08279858
"C53BL","Others","body wall morphology","SUMO1",0.1374951
"C53BL","Others","body weight","ITGA8",0.9425089
"C53BL","Others","body weight","SLC26A9",0.6331739
"C53BL","Others","bone mineral content","FCGR3",0.09245191
"C53BL","Others","bone mineral density (excluding skull)","FASTKD2",0.9612068
"C53BL","Others","calcium","MYOM3",0.1279132
"C53BL","Others","center permanence time","CSTAD",0.9473623
"C53BL","Others","centre average speed","CAMK1D",0.1743499
"C53BL","Others","centre average speed","CNR2",0.9221466
"C53BL","Others","chloride","CACNA1S",0.380164
"C53BL","Others","chloride","SNRNP200",0.5739945
"C53BL","Others","cholesterol ratio","TMEM163",0.09408061
"C53BL","Others","coat - color - abdomen","ITGB6",0.2201249
"C53BL","Others","coat - hair distribution - back","MPZL1",0.5974274
"C53BL","Others","coat - hair distribution - head","ITGB6",0.6027889
"C53BL","Others","coat - hair texture / appearance - abdomen","MYO3B",0.5404836
"C53BL","Others","coat - hair texture / appearance - abdomen","PNKD",0.4400152
"C53BL","Others","coat hair color","FAM117B",0.1489949
"C53BL","Others","coat hair color","NAXE",0.6030127
"C53BL","Others","contact righting","PABPC4",0.4472341
"C53BL","Others","contact righting","PTER",0.8562912
"C53BL","Others","cornea","BLZF1",0.4026863
"C53BL","Others","cornea opacity","CCL20",0.6354082
"C53BL","Others","creatinine","TTLL11",0.3365578
"C53BL","Others","csn","AP4E1",0.467271
"C53BL","Others","cyanosis","SPACA9",0.3698989
"C53BL","Others","delayed embryonic development","AP4E1",0.25366
"C53BL","Others","delayed embryonic development","DNER",0.236043
"C53BL","Others","difference in context and conditioning baseline % freezing","CNR2",0.733946
"C53BL","Others","difference in context and conditioning baseline % freezing","MNDAL",0.2725939
"C53BL","Others","edema","SNRNP200",0.6574918
"C53BL","Others","embryo size","METTL18",0.6501856
"C53BL","Others","embryo size","NDUFS2",0.8594304
"C53BL","Others","embryo size","SLC22A15",0.5315109
"C53BL","Others","eosinophil cell count","KLHL12",0.5110371
"C53BL","Others","eosinophil cell count","P2RY14",0.471679
"C53BL","Others","eosinophil differential count","OR8H8",0.4024216
"C53BL","Others","esn","PDE1A",0.9543359
"C53BL","Others","fasted blood glucose concentration","IL1RL1",0.1208043
"C53BL","Others","fasted blood glucose concentration","SNIP1",0.6122598
"C53BL","Others","fat mass","YPEL4",0.3391718
"C53BL","Others","fat/body weight","A830018L16RIK",0.8808005
"C53BL","Others","fat/body weight","GAPVD1",0.05197693
"C53BL","Others","fat/body weight","PMEPA1",0.2822553
"C53BL","Others","forelimb and hindlimb grip strength normalised against body weight","GARNL3",0.0711212800000001
"C53BL","Others","fusion of vertebrae","GARNL3",0.2766426
"C53BL","Others","fusion of vertebrae","ST8SIA6",0.7042017
"C53BL","Others","gait","TMEM163",0.07800118
"C53BL","Others","gait","TOPORS",0.4428817
"C53BL","Others","glucose","NDUFB5",0.7867885
"C53BL","Others","glucose","PDHX",0.7435527
"C53BL","Others","habituation: 50% threshold (log scaled)","MPZL1",0.497924
"C53BL","Others","hdl-cholesterol","ORC3",0.2298919
"C53BL","Others","hp8","SNRNP200",0.1621121
"C53BL","Others","hqp","CTSO",0.4071943
"C53BL","Others","hr","CRYGC",0.7901409
"C53BL","Others","iris/pupil","ITGB6",0.3743178
"C53BL","Others","iris/pupil light response","NDUFS2",0.4822533
"C53BL","Others","large unstained cell (luc) differential count","SNIP1",0.8392603
"C53BL","Others","latency to center entry","GAPVD1",0.4215264
"C53BL","Others","lean/body weight","ITGA8",0.9111863
"C53BL","Others","left outer nuclear layer","AP4E1",0.7778858
"C53BL","Others","left outer nuclear layer","MROH8",0.8842445
"C53BL","Others","left outer nuclear layer","SLC9B1",0.3491556
"C53BL","Others","lvidd","AHDC1",0.1505762
"C53BL","Others","lvidd","AP4E1",0.6201265
"C53BL","Others","lvidd","STOML2",0.5333739
"C53BL","Others","lvidd","VWC2L",0.4749911
"C53BL","Others","lvpwd","KCNH7",0.8331491
"C53BL","Others","lvpwd","RTN4RL2",0.7924456
"C53BL","Others","mean platelet volume","SNIP1",0.425166
"C53BL","Others","mean-corpuscular-haemoglobin","NSL1",0.9895704
"C53BL","Others","monocyte cell count","MPZL1",0.201277
"C53BL","Others","naãâ¯ve cd8+ t cells - % of live leukocytes (panel a)","MDK",0.5292879
"C53BL","Others","pelvis","D430041D05RIK",0.2496183
"C53BL","Others","percentage center time","PPIE",0.9678591
"C53BL","Others","percentage center time","SLC9B1",0.6751985
"C53BL","Others","periphery average speed","PPP1R12B",0.7044803
"C53BL","Others","periphery resting time","FSBP",0.3836543
"C53BL","Others","periphery resting time","MNDAL",0.3170086
"C53BL","Others","periphery resting time","RRBP1",0.3715567
"C53BL","Others","placenta size","PANK2",0.3721662
"C53BL","Others","processes on vertebrae","SPAG4",0.5910689
"C53BL","Others","pupil light response","BLZF1",0.8487937
"C53BL","Others","pupil position","NEK7",0.2528665
"C53BL","Others","pupil shape","GYG1",0.8590932
"C53BL","Others","qt","TMEM35B",0.6893061
"C53BL","Others","red blood cell count","INO80D",0.2397816
"C53BL","Others","retina (combined)","LDLRAD1",0.7753297
"C53BL","Others","retina (combined)","NEK7",0.4029172
"C53BL","Others","retina (combined)","OGFR",0.2779611
"C53BL","Others","right inner nuclear layer","PTER",0.8373809
"C53BL","Others","right outer nuclear layer","DNAJB14",0.4293853
"C53BL","Others","right outer nuclear layer","ZGRF1",0.4557552
"C53BL","Others","right retina","ENKUR",0.292051
"C53BL","Others","rr","CNOT9",0.7399267
"C53BL","Others","rr","FGF7",0.9521937
"C53BL","Others","rr","UCHL5",0.2642396
"C53BL","Others","side changes","SLC22A15",0.6705805
"C53BL","Others","sleep dark phase percent","IL1RL1",0.550476
"C53BL","Others","snout size","ARID3C",0.1158666
"C53BL","Others","snout size","GAPVD1",0.3803124
"C53BL","Others","startle response","NOXA1",0.4160444
"C53BL","Others","t cell cd8+ percentage","ACP2",1.25729800015684e-07
"C53BL","Others","tail - morphology","GYG1",0.1920442
"C53BL","Others","tail - morphology","SLC9B1",0.8853532
"C53BL","Others","tail elevation","ASXL1",0.3805596
"C53BL","Others","teeth","KLHL12",0.4896999
"C53BL","Others","tibia length","SLC22A15",0.6481789
"C53BL","Others","time mobile dark side","HPDL",0.3326868
"C53BL","Others","total cholesterol","NSL1",0.8523265
"C53BL","Others","total cholesterol","SMYD3",0.9934876
"C53BL","Others","total duration of lick/bite behaviour","AMPD2",0.2893752
"C53BL","Others","transfer arousal","PATJ",0.7369705
"C53BL","Others","transitional vertebrae","IDH3B",0.7391641
"C53BL","Others","uric acid","ZFP704",0.977968
"C53BL","Others","vibrissae - appearance","NEK7",0.5095956
"C53BL","Others","vibrissae - appearance","RTN4RL2",0.4508671
"C53BL","Others","vocalisation","GFM1",0.4883682
"C53BL","Others","whole arena average speed","ANGPTL3",0.5672183
"C53BL","Others","whole arena resting time","B3GALT2",0.6575146
"C53BL","Respiratory","respiratory system","DNER",0.203661
"C53BL","Weight","fat/body weight","ACVR2A",0.7825893
"C53BL","Weight","lean/body weight","FOXO1",0.1402817
"C53BL","Weight","lean/body weight","PROK1",0.1962636
"C54BL","Behavior","activity (body position)","SDHC",0.171093
"C54BL","Behavior","locomotor activity","IKBKE",0.5979464
"C54BL","Behavior","percentage center movement time","PTER",0.5066574
"C54BL","Behavior","spontaneous movement","ACVR2A",0.1611093
"C54BL","Behavior","spontaneous movement","DAPL1",0.3725364
"C54BL","Behavior","unexpected behaviors","SRSF4",0.6914292
"C54BL","Blood","blood vessel morphology","PATJ",0.8227001
"C54BL","Blood","eye hemorrhage or blood presence","FCGR3",0.2270488
"C54BL","Blood","fasted blood glucose concentration","NEK7",0.7441461
"C54BL","Blood","hemoglobin","SRSF4",0.9914591
"C54BL","Blood","red blood cell count","CAPN8",0.134656
"C54BL","Blood","red blood cell distribution width","SLC9B1",0.481319
"C54BL","Blood","retinal blood vessels","ACVR2A",0.5187706
"C54BL","Blood","urea (blood urea nitrogen - bun)","FOCAD",0.9972734
"C54BL","Blood","white blood cell count","MYO1B",0.5749198
"C54BL","Bone","bone area","INO80D",0.3685926
"C54BL","Bone","bone area","ST8SIA6",0.3308404
"C54BL","Cardiovascular","heart looping","ENKUR",0.7133395
"C54BL","Cardiovascular","heart looping","FBXO36",0.09687044
"C54BL","Cardiovascular","heart looping","PROK1",0.8678237
"C54BL","Metabolic","area under glucose response curve","ANGPTL3",0.5585272
"C54BL","Motor_Function","forelimb and hindlimb grip strength normalised against body weight","PPP1R14D",0.05576039
"C54BL","Motor_Function","forelimb grip strength normalised against body weight","YPEL4",0.9594088
"C54BL","Motor_Function","hindlimb digit - shape","AMPD2",0.8748107
"C54BL","Others","% freezing duration context-1","GARNL3",0.08332737
"C54BL","Others","% freezing duration context-1","PPP1R12B",0.1730304
"C54BL","Others","% pre-cue freezing total","DAPL1",0.1894116
"C54BL","Others","% pre-cue freezing total","TOPORS",0.592427
"C54BL","Others","% pre-cue freezing total","UCHL5",0.9462975
"C54BL","Others","% pre-pulse inhibition - ppi1","A830018L16RIK",0.1445183
"C54BL","Others","% pre-pulse inhibition - ppi1","FOXO1",0.3339264
"C54BL","Others","% pre-pulse inhibition - ppi1","ITGB6",0.3724211
"C54BL","Others","12khz-evoked abr threshold","ITGA8",0.57373
"C54BL","Others","12khz-evoked abr threshold","SARDH",0.8002906
"C54BL","Others","abnormal ecg detected","ANKRD60",0.0847340599999999
"C54BL","Others","abnormal ecg detected","ENKUR",0.4733744
"C54BL","Others","aggression","PER2",0.9776949
"C54BL","Others","albumin","DDX31",0.4696938
"C54BL","Others","albumin","PPIE",0.08032923
"C54BL","Others","alkaline phosphatase","MAP3K20",0.6916265
"C54BL","Others","alkaline phosphatase","MPZL1",0.3340313
"C54BL","Others","aspartate aminotransferase","ZRANB2",0.956242
"C54BL","Others","b cell cd19+ percentage","ENKUR",0.6259254
"C54BL","Others","bmc/body weight","IL2RA",0.912787
"C54BL","Others","bmc/body weight","KIF26B",0.8860787
"C54BL","Others","bone area (bmc/bmd)","GZF1",0.6020184
"C54BL","Others","bone area (bmc/bmd)","ZGRF1",0.3390301
"C54BL","Others","bone mineral density (excluding skull)","NEK7",0.2271591
"C54BL","Others","bone mineral density (excluding skull)","QSOX2",0.9030417
"C54BL","Others","center distance travelled","NDUFB5",0.7205914
"C54BL","Others","center distance travelled","NEK7",0.9128622
"C54BL","Others","chloride","CRYGC",0.3637923
"C54BL","Others","chloride","DNAJB14",0.9102346
"C54BL","Others","cholesterol ratio","ACTRT3",0.3525568
"C54BL","Others","cholesterol ratio","GZF1",0.9249924
"C54BL","Others","click-evoked abr threshold","P2RY14",0.7416448
"C54BL","Others","coat - color - back","CACNA1S",0.05249115
"C54BL","Others","coat - color - back","FOXO1",0.2264021
"C54BL","Others","coat - color - back","PDE1A",0.8025767
"C54BL","Others","coat - color - back","TTI1",0.9098925
"C54BL","Others","coat - color - head","TMEM163",0.6304738
"C54BL","Others","coat - hair texture / appearance - abdomen","CHRM4",0.4001595
"C54BL","Others","coat colouration","DNER",0.7151577
"C54BL","Others","coat colouration","QSOX2",0.6598416
"C54BL","Others","coat hair color","OR8H8",0.5418034
"C54BL","Others","contact righting","ICOS",0.7268359
"C54BL","Others","cornea","NDUFS2",0.7144122
"C54BL","Others","cornea","SPACA9",0.7920234
"C54BL","Others","cornea opacity","ANGPTL3",0.35297
"C54BL","Others","corneal opacity","FASTKD2",0.1633919
"C54BL","Others","craniofacial morphology","PATJ",0.6091439
"C54BL","Others","creatine kinase","GPR63",0.5488399
"C54BL","Others","creatinine","KLHL12",0.06305491
"C54BL","Others","cue baseline % freezing time","AP4E1",0.6641017
"C54BL","Others","cyanosis","CSTAD",0.7985482
"C54BL","Others","delayed embryonic development","MGME1",0.06835007
"C54BL","Others","digit integrity","DAPL1",0.5007187
"C54BL","Others","digit integrity","FGF7",0.9047678
"C54BL","Others","digit integrity","PPP1R12B",0.9536346
"C54BL","Others","distance travelled - total","CER1",0.3015991
"C54BL","Others","embryo size","PTER",0.9860094
"C54BL","Others","esn","FOXO1",0.6074319
"C54BL","Others","forelimb and hindlimb grip strength normalised against body weight","FOCAD",0.1110547
"C54BL","Others","forelimb and hindlimb grip strength normalised against body weight","ORC3",0.3206728
"C54BL","Others","forelimb grip strength normalised against body weight","CDNF",0.1316465
